SN,title,description,feature,price,color,gender,imageUrl,brand,composition,rayon,nylon,spandex,acrylic,polyester,cupro,modal,lyocell,cotton
335,T-shirt Stockholm Super Mario White,The Italian plumber who became world famous. Super Mario Bros is one of the best-selling video games of all time. Don't miss out on our unique collaboration with Nintendo.,Standard fit; Crew neck.,45,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5756_0099cf09c3-sunday_13376-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
336,T-shirt Stockholm Peach,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/5755_e7eb0f3d0e-sunday_13526-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
337,T-shirt Stockholm Green Tube,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5754_fd8e9fc132-saturday_10409-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
338,T-shirt Stockholm Fluid Navy,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,navy,men,https://tshirtstore.centracdn.net/client/dynamic/images/5966_e3c4b82ba7-dedicated22651-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
339,T-shirt Stockholm Woodstock Black,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popu",Standard fit; Crew neck.,45,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/5899_29d4dc6457-dedicated_300620-2155-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
340,Long Sleeve T-shirt Hasle Stripes Orange,Men's Knitted long sleeve T-shirt made from 100% Organic cotton.,Regular fit,55,orange,men,https://tshirtstore.centracdn.net/client/dynamic/images/6262_09a63d5beb-aw_ss_21_carryovers_28630-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
341,Long Sleeve T-shirt Hasle Stripes Yellow,Men's Knitted long sleeve T-shirt made from 100% Organic cotton.,Regular fit,55,yellow,men,https://tshirtstore.centracdn.net/client/dynamic/images/6399_09beebdf54-aw_ss_21_carryovers_28718-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
342,Long Sleeve T-shirt Hasle Stripes Dark Green,Men's Knitted long sleeve T-shirt made from 100% Organic cotton.,Regular fit,59,green,men,https://tshirtstore.centracdn.net/client/dynamic/images/6629_9cc9380237-dedicatedcatalog_aw_217965-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
343,Long Sleeve T-shirt Hasle Stripes Charcoal,Men's Knitted long sleeve T-shirt made from 100% Organic cotton.,Regular fit,59,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/6628_7fc1d4c7bb-__dedicated_aw_2111532_-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
344,T-shirt Lillehammer Snoopy Puffer White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries.",,29,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6795_0fa83afcdc-aw_21_boern_dedicated21148-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
345,T-shirt Lillehammer Peanuts Friends Navy,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries.",,29,navy,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6793_ad5471ab90-aw_21_boern_dedicated21552-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
346,T-shirt Lillehammer Double Scarf Dark Green,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries.",,29,green,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6791_5f368e2e84-aw_21_boern_dedicated21073-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
347,T-shirt Lillehammer Gangsta Rap Black,,,29,black,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6925_4833a01fce-4349_bad91092d3-dscf2428-original-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
348,T-shirt Lillehammer Bluebird White,,,29,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6790_152b104fb3-aw_21_boern_dedicated21101-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
349,T-shirt Lillehammer Redbird White,,,29,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6794_546813d9ea-aw_21_boern_dedicated21224-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
350,T-shirt Hamra Dog Shape Grey Melange,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,grey,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6785_f00e009aef-aw_21_boern_dedicated21180-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
351,T-shirt Hamra Stripes Dark Green,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,green,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6787_e64b94a816-aw_21_boern_dedicated21159-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
352,T-shirt Hamra Trees Navy,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,navy,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6788_d95af0c3d5-aw_21_boern_dedicated21199-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
353,T-shirt Hamra Peanuts AOP Multi Color,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6487_eec5bb8341-dedicated-6703-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
354,T-shirt Lillehammer Tie Dye,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Normal fit; Ribbed neckline,29,multi-color,kids,https://tshirtstore.centracdn.net/client/dynamic/images/5666_844c706575-monday_15175-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
355,T-shirt Hamra Whales,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,blue,kids,https://tshirtstore.centracdn.net/client/dynamic/images/5661_8a0ac6fa60-monday_15163_2-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
356,T-shirt Hamra Trees,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,green,kids,https://tshirtstore.centracdn.net/client/dynamic/images/5660_b3034147ed-monday_14791_2-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
357,T-shirt Lillehammer Doing My Best,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,grey,kids,https://tshirtstore.centracdn.net/client/dynamic/images/5662_a0529b68e2-monday_15251-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
358,T-shirt Lillehammer Doing My Best White,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,29,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/5003_1455977825-dscf2319-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
359,T-shirt Lillehammer Bananas White,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6471_97598a0ed9-dedicated-6791-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
360,T-shirt Lillehammer Bananas Yellow,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,yellow,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6472_733148a99f-dedicated-6662-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
361,T-shirt Hamra Pop Ice Cream Light Grey,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,grey,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6488_2a38bd43ae-dedicated-6665-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
362,T-shirt Hamra Shark Bite White,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6486_6728ddf068-dedicated-6742-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
363,T-shirt Hamra Color Dots Navy,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,navy,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6485_d8bfa78c3a-dedicated-6719-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
364,T-shirt Hamra Block Stripes Multi Color,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,multi-color,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6484_1b36e4d70a-aw_21_boern_dedicated21250-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
365,T-shirt Hamra Stripes Orange,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,orange,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6489_007ad38aa1-aw_21_boern_dedicated21659-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
366,T-shirt Hamra Stripes Navy,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,navy,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6490_8e97c857c7-aw_21_boern_dedicated21275-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
367,T-shirt Hamra Stripes Yellow,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,yellow,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6491_ec212b0891-aw_21_boern_dedicated21283-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
368,T-shirt Lillehammer Tie Dye Blue,"Classic kid's crew neck T-shirt with some stretch, made sustainably with care for people and planet.",Standard fit; Ribbed neckline,35,blue,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6473_3f5d25ece5-dedicated-6685-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
369,T-shirt Lillehammer Astrid,"Our T-shirt for the little ones, screen printed with environmentally friendly inks.",,35,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/3576_ea813925d0-dscf2419-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
370,T-shirt Lillehammer Bananas,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,pink,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4682_c6a7b2ba84-dedicated_ss200511-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
371,T-shirt Lillehammer Blue Birds,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4358_9834345268-dscf2406-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
372,T-shirt Lillehammer Map,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,multi-color,kids,https://tshirtstore.centracdn.net/client/dynamic/images/5006_09894af9ae-dscf3241-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
373,T-shirt Lillehammer Bike Pattern Black,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,black,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4683_21ebe25673-dedicated_ss200606-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
374,T-shirt Lillehammer Terazzo,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4688_d2b9381be4-terazzo-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
375,T-shirt Lillehammer Mix Table,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4686_c48d0f12d1-dedicated_ss200596-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
376,T-shirt Lillehammer Small Fish,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,white,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4687_4b6d2d45a3-small-fish-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
377,T-shirt Lillehammer Color Leaves,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,multi-color,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4684_14020fe2d3-color-leaves-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
378,T-shirt Lillehammer Japanese Waves,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,navy,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4685_3c523111bc-dedicated_ss200576-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
379,T-shirt Lillehammer Banana Leaves,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,multi-color,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4681_6bf1ff722a-banana-leaves-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
380,T-shirt Lillehammer Girl Power,"Our classic T-shirt for the little ones, screen printed with environmentally friendly inks and sustainably produced with Organic and Fairtrade-certified cotton.",Standard fit; Ribbed neckline,35,yellow,kids,https://tshirtstore.centracdn.net/client/dynamic/images/4363_5533456e0b-dscf6801-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
381,T-shirt Dress Vetlanda Dog Shape Grey Melange,"Kid's jersey dress with stretch and two front pockets, made sustainably with care for people and planet.",Standard fit; Ribbed neckline; 2 front pockets,45,grey,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6779_103016aa7f-aw_21_boern_dedicated21769-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
382,T-shirt Dress Vetlanda Trees Navy,"Kid's jersey dress with stretch and two front pockets, made sustainably with care for people and planet.",Standard fit; Ribbed neckline; 2 front pockets,45,navy,kids,https://tshirtstore.centracdn.net/client/dynamic/images/6780_711b4ff9c8-aw_21_boern_dedicated21714-ded-large.jpg,Dedicated,"95% Cotton, 5% Elastane",0,0,0.05,0,0,0,0,0,0.95
